rank,title,url,pdf_url,source,published_date,authors,institutions,category,abstract_summary_cn,abstract_summary_en,key_innovation,why_it_matters,business_insight,product_idea,skill_or_agent_idea,target_users,monetization,mvp_complexity,technical_novelty_score,commercial_potential_score,solo_founder_feasibility_score,market_need_score,mvp_speed_score,virality_score,moat_score,total_score,why_selected,risks,recommended_next_step,code_url,github_stars,huggingface_url,demo_url,llm_analysis_status,confidence
1,VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents,https://arxiv.org/abs/2607.09653,https://arxiv.org/pdf/2607.09653,arxiv,2026-07-10,Katherine Swinea; Kshitiz Aryal; Lopamudra Praharaj; Maanak Gupta,,agents_workflow,规则摘要：这项研究围绕“VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents”提出了可进一步验证的技术方向。,"Internet of Things (IoT) systems are inherently vulnerable due to constrained hardware, outdated firmware, and insecure default configurations, creating a need for scalable and adaptive security testing approaches. While recent adoptions o…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies VEXAIoT: Autonomous IoT Vulnerability EXploitation using AI Agents to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,76.0,62.0,68.0,65.0,45.0,38.0,62.45,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
2,LLM for EDA in Front-End Design: Challenges and Opportunities,https://arxiv.org/abs/2607.09616,https://arxiv.org/pdf/2607.09616,arxiv,2026-07-10,Kangwei Xu; Bing Li; Ulf Schlichtmann,,agents_workflow,规则摘要：这项研究围绕“LLM for EDA in Front-End Design: Challenges and Opportunities”提出了可进一步验证的技术方向。,"As chip complexity increases and time-to-market pressures grow, front-end design has become a critical bottleneck in chip development. Recently, Large Language Models (LLMs) have shown great potential in Electronic Design Automation (EDA).…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies LLM for EDA in Front-End Design: Challenges and Opportunities to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,45.0,69.0,62.0,65.0,63.0,38.0,38.0,58.15,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
3,Shared Selective Persistent Memory for Agentic LLM Systems,https://arxiv.org/abs/2607.09493,https://arxiv.org/pdf/2607.09493,arxiv,2026-07-10,Sanjana Pedada; Aditya Dhavala; Neelraj Patil,,agents_workflow,规则摘要：这项研究围绕“Shared Selective Persistent Memory for Agentic LLM Systems”提出了可进一步验证的技术方向。,"Agentic LLM systems that generate code through multi-turn tool use face a fundamental context problem: each session starts from zero, discarding the configuration choices, domain constraints, data schemas, and tool-use patterns that made p…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Shared Selective Persistent Memory for Agentic LLM Systems to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,56.0,64.0,65.0,57.0,45.0,42.0,56.8,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
4,Evolution of Accuracy and Visual-Cognitive Errors in a Decade of Vision-Language AI Models,https://arxiv.org/abs/2607.09654,https://arxiv.org/pdf/2607.09654,arxiv,2026-07-10,Shravan Murlidaran; Miguel P. Eckstein,,multimodal,规则摘要：这项研究围绕“Evolution of Accuracy and Visual-Cognitive Errors in a Decade of Vision-Language AI Models”提出了可进一步验证的技术方向。,"Vision language models (VLMs) have made remarkable progress in visual reasoning during the last decade. Most evaluations have used simple scenes (MS-COCO) that do not showcase complex human interactions or behaviors, only a handful of non-…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies Evolution of Accuracy and Visual-Cognitive Errors in a Decade of Vision-Language AI Models to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,61.0,60.0,58.0,50.0,65.0,52.0,30.0,56.45,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
5,Long-Horizon-Terminal-Bench: Testing the Limits of Agents on Long-Horizon Terminal Tasks with Dense Reward-Based Grading,https://arxiv.org/abs/2607.08964,https://arxiv.org/pdf/2607.08964,huggingface,2026-07-13,Zongxia Li; Zhongzhi Li; Yucheng Shi; Ruhan Wang; Junyao Yang; Zhichao Liu; Xiyang Wu; Anhao Li; Yue Yu; Ninghao Liu; Lichao Sun; Haotao Mi; LeoweiLiang,,agents_workflow,规则摘要：这项研究围绕“Long-Horizon-Terminal-Bench: Testing the Limits of Agents on Long-Horizon Terminal Tasks with Dense Reward-Based Grading”提出了可进一步验证的技术方向。,"AI agents have become capable of autonomously completing short, well-specified tasks. However, existing terminal benchmarks largely focus on simple problems that finish within minutes and are evaluated only by their final outcome. This set…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Long-Horizon-Terminal-Bench: Testing the Limits of Agents on Long-Horizon Terminal Tasks with Dense Reward-Based Grading to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,59.97,60.0,53.0,61.0,56.93,34.0,56.39,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08964,,failed_or_skipped,medium
6,CausalDS: Benchmarking Causal Reasoning in Data-Science Agents,https://arxiv.org/abs/2607.08093,https://arxiv.org/pdf/2607.08093,huggingface,2026-07-10,Andrej Leban; Yuekai Sun,,agents_workflow,规则摘要：这项研究围绕“CausalDS: Benchmarking Causal Reasoning in Data-Science Agents”提出了可进一步验证的技术方向。,"Large language models (LLMs) increasingly act as integrated data-science agents, combining abstract reasoning with advanced tool use. Yet the relevant benchmark landscape largely divides into symbolic causal reasoning benchmarks without re…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies CausalDS: Benchmarking Causal Reasoning in Data-Science Agents to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,69.0,49.41,60.0,50.0,59.0,63.82,34.0,56.18,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08093,,failed_or_skipped,medium
7,UniClawBench: A Universal Benchmark for Proactive Agents on Real-World Tasks,https://arxiv.org/abs/2607.08768,https://arxiv.org/pdf/2607.08768,huggingface,2026-07-10,Zhekai Chen; Chengqi Duan; Kaiyue Sun; Bohao Li; Yuqing Wang; Manyuan Zhang; Xihui Liu,,agents_workflow,规则摘要：这项研究围绕“UniClawBench: A Universal Benchmark for Proactive Agents on Real-World Tasks”提出了可进一步验证的技术方向。,"The rapid development of large language models and multimodal large language models has accelerated the emergence of proactive agents capable of operating everyday tools and assisting users in real-world environments. However, existing ben…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies UniClawBench: A Universal Benchmark for Proactive Agents on Real-World Tasks to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,61.0,52.97,60.0,50.0,59.0,63.93,34.0,55.89,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08768,,failed_or_skipped,medium
8,Scalable Visual Pretraining for Language Intelligence,https://arxiv.org/abs/2607.09657,https://arxiv.org/pdf/2607.09657,arxiv; huggingface,2026-07-10,Yiming Zhang; Zhonghan Zhao; Wenwei Zhang; Haiteng Zhao; Tianyang Lin; Yunhua Zhou; Demin Song; Kuikun Liu; Haochen Ye; Haian Huang; Yuzhe Gu; Haijun Lv; Qipeng Guo; Bin Liu; Gaoang Wang; Kai Chen,,agents_workflow,规则摘要：这项研究围绕“Scalable Visual Pretraining for Language Intelligence”提出了可进一步验证的技术方向。,"The rapid progress of large foundation models has been driven predominantly by pretraining on large-scale text corpora. However, many forms of knowledge are conveyed through visual representations, where figures, typeset equations, and pag…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Scalable Visual Pretraining for Language Intelligence to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,53.37,62.0,56.0,57.0,55.74,38.0,55.27,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.09657,,failed_or_skipped,medium
9,ARDY: Autoregressive Diffusion with Hybrid Representation for Interactive Human Motion Generation,https://arxiv.org/abs/2607.08741,https://arxiv.org/pdf/2607.08741,huggingface,2026-07-10,Kaifeng Zhao; Mathis Petrovich; Haotian Zhang; Tingwu Wang; Siyu Tang; Davis Rempe,,multimodal,规则摘要：这项研究围绕“ARDY: Autoregressive Diffusion with Hybrid Representation for Interactive Human Motion Generation”提出了可进一步验证的技术方向。,"Generating realistic 3D human motions in real-time within interactive applications is key for animation, simulation, and humanoid robotics. While recent offline motion generation approaches offer precise control via text and kinematic cons…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies ARDY: Autoregressive Diffusion with Hybrid Representation for Interactive Human Motion Generation to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,69.0,42.38,58.0,41.0,59.0,65.76,30.0,52.67,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.08741,,failed_or_skipped,medium
10,Multimodal Reward Hacking in Reinforcement Learning,https://arxiv.org/abs/2607.09492,https://arxiv.org/pdf/2607.09492,arxiv,2026-07-10,Jiayu Yao; Yiwei Wang; Anmeng Zhang; Zhe Sun; Songsong Wang; Lingrui Mei; Yuyao Ge; Shenghua Liu,,multimodal,规则摘要：这项研究围绕“Multimodal Reward Hacking in Reinforcement Learning”提出了可进一步验证的技术方向。,"Reinforcement learning (RL) is increasingly used to align multimodal large language models (MLLMs), but higher rewards do not always imply better task performance. This risk is amplified when visual evidence is evaluated by text-only or we…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies Multimodal Reward Hacking in Reinforcement Learning to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,53.0,53.0,58.0,47.0,63.0,45.0,30.0,52.15,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
