rank,title,url,pdf_url,source,published_date,authors,institutions,category,abstract_summary_cn,abstract_summary_en,key_innovation,why_it_matters,business_insight,product_idea,skill_or_agent_idea,target_users,monetization,mvp_complexity,technical_novelty_score,commercial_potential_score,solo_founder_feasibility_score,market_need_score,mvp_speed_score,virality_score,moat_score,total_score,why_selected,risks,recommended_next_step,code_url,github_stars,huggingface_url,demo_url,llm_analysis_status,confidence
1,A Hybrid LLM-Based Framework for Automated Security Annotation Generation in Business Process Models,https://arxiv.org/abs/2608.14370,https://arxiv.org/pdf/2608.14370,arxiv,2026-08-14,Md Kamrul Islam; Tiphaine Henry; Mattia Salnitri; Julius Köpke; Sami Souihi,,agents_workflow,规则摘要：这项研究围绕“A Hybrid LLM-Based Framework for Automated Security Annotation Generation in Business Process Models”提出了可进一步验证的技术方向。,"The modelling and analysis of secure business processes require the incorporation of security annotations into process models. Although BPMN extensions, including SecBPMN2, exist for this purpose, the derivation of accurate and complete se…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies A Hybrid LLM-Based Framework for Automated Security Annotation Generation in Business Process Models to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,61.0,63.0,64.0,68.0,59.0,52.0,42.0,61.1,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
2,Intern-S2-Preview: Scientific Agentic Foundation Model,https://arxiv.org/abs/2608.13505,https://arxiv.org/pdf/2608.13505,huggingface,2026-08-14,Lei Bai; Jiaqi Cao; Chiyu Chen; Guanzhou Chen; Kai Chen; Guangran Cheng; Erfei Cui; Xuanlang Dai; Shengyuan Ding; Shangheng Du; Yanhui Duan; Yue Fan; Youqing Fang; Quan Gan; Yuanyuan Gao; Jiaye Ge; Lixin Gu; Yuzhe Gu; Qipeng Guo; Junjun He; Xin Hong; Ming Hu; Zhouqi Hua; Haian Huang; Junhao Huang; Zixian Huang; Minxi Jin; Lingkai Kong; Alexander Lam; Zehao Li; Zonglin Li; Tianhao Liang; Dahua Lin; Junyao Lin; Tianyang Lin; Zhouhan Lin; Jiangning Liu; Jin Liu; Kuikun Liu; Wenran Liu; Yifei Liu; Yuhong Liu; Yuhong Liu; Zhoumianze Liu; Ziyan Liu; Ziyu Liu; Haijun Lv; Han Lv; Chengqi Lyu; Le Ma; Ningsheng Ma; Zerun Ma; Haoyang Peng; Runyu Peng; Jifei Shan; Zixin Shang; Kou Shi; Xiang Shi; Qisheng Su; Xuerui Su; Hao Sun; Xiao Sun; Yanan Sun; Yu Sun; Huanze Tang; Yinghao Tang; Wenhui Tian; Zhongbo Tian; Bingli Wang; Haomin Wang; Jiarui Wang; Jingzhi Wang; Rui Wang; Xiquan Wang; Yi Wang; Zhecan Wang; Ziyi Wang; Zun Wang; Rubin Wei; Lianyi Wu; Wen Wu; Yue Wu; Yuhan Wu; Zhenyu Wu; Zijian Wu; Shuhao Xing; Jun Xu; Xingle Xu; Xuenan Xu; Xiangchao Yan; Ziang Yan; Bowen Yang; Danni Yang; Lin Yang; Zhiqi Yang; Qian Yao; Haochen Ye; Peng Ye; Jinhui Yin; Jiashuo Yu; Dingbo Yuan; Fei Yuan; Yuhang Zang; Bo Zhang; Chao Zhang; Chen Zhang; Hongjie Zhang; Junming Zhang; Wenlong Zhang; Wenwei Zhang; Yiming Zhang; Zhuo Zhang; Ziyang Zhang; Haiteng Zhao; Penghao Zhao; Yibo Zhao; Zhonghan Zhao; Zhihang Zhong; Bowen Zhou; Peiheng Zhou; Xin Zhou; Xinyu Zhou; Yunhua Zhou; Dongsheng Zhu; Yicheng Zou,,agents_workflow,规则摘要：这项研究围绕“Intern-S2-Preview: Scientific Agentic Foundation Model”提出了可进一步验证的技术方向。,"Scientific discovery increasingly requires AI systems that can reason over scientific evidence of heterogeneous modalities, interact with scientific tools and environments, and sustain progress across long task horizons. We present Intern-…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Intern-S2-Preview: Scientific Agentic Foundation Model to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,62.02,62.0,59.0,59.0,59.05,38.0,58.41,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2608.13505,,failed_or_skipped,medium
3,CRAFT: Constrained Reward via Attention Fine-Tuning for Subject Personalization without Composed Targets,https://arxiv.org/abs/2608.14403,https://arxiv.org/pdf/2608.14403,arxiv,2026-08-14,Jihun Park; Kyoungmin Lee; Jongmin Gim; Hyeonseo Jo; Jaeyeul Kim; Han Zou; Zhenpeng Zhan; Yan Zhang; Sunghoon Im,,multimodal,规则摘要：这项研究围绕“CRAFT: Constrained Reward via Attention Fine-Tuning for Subject Personalization without Composed Targets”提出了可进一步验证的技术方向。,Subject-driven image personalization---generating new images that preserve the identity of one or several reference subjects in novel scenes---is a foundational capability for modern visual content creation. It is currently dominated by ge…,"The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies CRAFT: Constrained Reward via Attention Fine-Tuning for Subject Personalization without Composed Targets to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,69.0,60.0,58.0,50.0,65.0,59.0,30.0,58.35,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
4,Detecting Contaminated Code-Generation Prompt Batches via Influence Functions,https://arxiv.org/abs/2608.14303,https://arxiv.org/pdf/2608.14303,arxiv,2026-08-14,Francesco Quinzan; Noor Munir; Yishun Lu; Stephen Roberts,,agents_workflow,规则摘要：这项研究围绕“Detecting Contaminated Code-Generation Prompt Batches via Influence Functions”提出了可进一步验证的技术方向。,"Large language models (LLMs) are increasingly used for code generation, yet they remain vulnerable to prompts that elicit insecure implementations. Existing defenses typically rely on predefined threat models or known vulnerability pattern…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Detecting Contaminated Code-Generation Prompt Batches via Influence Functions to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,69.0,53.0,58.0,47.0,63.0,59.0,30.0,55.95,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
5,A Survey of Large Models in Sports,https://arxiv.org/abs/2608.14377,https://arxiv.org/pdf/2608.14377,arxiv,2026-08-14,Yichen Xu; Jianzhe Ma; Chuhan Wang; Zhonghao Cao; Liangyu Chen; Wenxuan Wang; Qin Jin,,multimodal,规则摘要：这项研究围绕“A Survey of Large Models in Sports”提出了可进一步验证的技术方向。,"Sports have witnessed growing global enthusiasm in recent years, serving as a vital force for physical health, cultural exchange, social connection, and economic growth. The rapid advancement of large models, particularly (multimodal) larg…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies A Survey of Large Models in Sports to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,61.0,54.0,60.0,53.0,61.0,52.0,34.0,55.6,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
6,Spatial Memory Agent: Experience-Grounded Procedure Memory for Spatial Intelligence,https://arxiv.org/abs/2608.12743,https://arxiv.org/pdf/2608.12743,huggingface,2026-08-14,Haokai Zhang; Yuhang Ding; Yunshu Zhou; Xinze Du; Shengtao Zhang; Zhiyue Zhao; Yuling Xi; Hao Chen,,agents_workflow,规则摘要：这项研究围绕“Spatial Memory Agent: Experience-Grounded Procedure Memory for Spatial Intelligence”提出了可进一步验证的技术方向。,"Spatial intelligence is becoming a foundation for embodied agents, robotic planning, and multimodal assistants. To improve the spatial reasoning ability of VLM agents, existing work has mainly followed two lines. One line uses post-trainin…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Spatial Memory Agent: Experience-Grounded Procedure Memory for Spatial Intelligence to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,61.0,52.49,58.0,44.0,61.0,64.99,30.0,54.57,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2608.12743,,failed_or_skipped,medium
7,How Can Rhetoric Reward-Hack AI Reviewers? Dissecting Rhetorical Sensitivity in AI-Based Peer Review,https://arxiv.org/abs/2608.08975,https://arxiv.org/pdf/2608.08975,huggingface,2026-08-14,Ming Li; Chenguang Wang; Xirui Li; Xinyue Zeng; Dianqi Li; Peng Shi; Dawei Zhou; Tianyi Zhou,,agents_workflow,规则摘要：这项研究围绕“How Can Rhetoric Reward-Hack AI Reviewers? Dissecting Rhetorical Sensitivity in AI-Based Peer Review”提出了可进一步验证的技术方向。,"As large language models increasingly participate in scientific evaluation, we investigate a potential form of reward hacking: how rhetorical choices shape AI-review judgments when reported scientific content is preserved and how these eff…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies How Can Rhetoric Reward-Hack AI Reviewers? Dissecting Rhetorical Sensitivity in AI-Based Peer Review to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,53.76,60.0,50.0,59.0,58.52,34.0,54.34,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2608.08975,,failed_or_skipped,medium
8,MobileMem: Learning from a Year of Mobile Experiences,https://arxiv.org/abs/2608.13606,https://arxiv.org/pdf/2608.13606,huggingface,2026-08-17,Xinle Deng; Yida Xue; Xiangyuan Ru; Haoming Xu; Shuofei Qiao; Mengru Wang; Yijun Chen; Buqiang Xu; Chen Jiang; Yuchen Eleanor Jiang; Lizhong Wang; Jianfeng Wang; Li Zeng; Haofen Wang; Guilin Qi; Huajun Chen; Ningyu Zhang,,agents_workflow,规则摘要：这项研究围绕“MobileMem: Learning from a Year of Mobile Experiences”提出了可进一步验证的技术方向。,"The next generation of AI agents is increasingly moving beyond systems that answer isolated questions toward persistent personal assistants that can understand, remember, and continuously learn from users' experiences. Such assistants requ…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies MobileMem: Learning from a Year of Mobile Experiences to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,61.0,50.82,58.0,44.0,61.0,61.63,30.0,53.82,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2608.13606,,failed_or_skipped,medium
9,An AI4AI Framework for Visual Token Pruning,https://arxiv.org/abs/2608.07193,https://arxiv.org/pdf/2608.07193,huggingface,2026-08-14,Zhen Liu; Wenli Huang; Wei Song; Yuhan Liu; Zhiqin Yang; Jingwen Fu,,multimodal,规则摘要：这项研究围绕“An AI4AI Framework for Visual Token Pruning”提出了可进一步验证的技术方向。,"Visual-token pruning can substantially reduce the inference cost of multimodal large language models (MLLMs), yet existing methods largely rely on fixed, handcrafted heuristics and costly expert trial and error. As pruning objectives, budg…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies An AI4AI Framework for Visual Token Pruning to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,61.0,50.82,58.0,44.0,61.0,61.63,30.0,53.82,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2608.07193,,failed_or_skipped,medium
10,Spatial Message Passing in Language Space for Pathology Image Interpretation,https://arxiv.org/abs/2608.14309,https://arxiv.org/pdf/2608.14309,arxiv,2026-08-14,Jing-Cheng Yang; Hao-Jung Wang; Jinhao Du; Yang Hu; Ming-shan Tsai; Jens Rittscher; Bin Li,,multimodal,规则摘要：这项研究围绕“Spatial Message Passing in Language Space for Pathology Image Interpretation”提出了可进一步验证的技术方向。,"Multimodal Large Language Models (MLLMs) can generate pathological descriptions from histological images, but gigapixel Whole Slide Images (WSIs) exceed their visual context limits. The standard tiling workaround makes WSIs tractable yet s…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies Spatial Message Passing in Language Space for Pathology Image Interpretation to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,53.0,54.0,60.0,53.0,61.0,45.0,34.0,53.7,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
