rank,title,url,pdf_url,source,published_date,authors,institutions,category,abstract_summary_cn,abstract_summary_en,key_innovation,why_it_matters,business_insight,product_idea,skill_or_agent_idea,target_users,monetization,mvp_complexity,technical_novelty_score,commercial_potential_score,solo_founder_feasibility_score,market_need_score,mvp_speed_score,virality_score,moat_score,total_score,why_selected,risks,recommended_next_step,code_url,github_stars,huggingface_url,demo_url,llm_analysis_status,confidence
1,LEMUR 2: Unlocking Neural Network Diversity for AI,https://www.semanticscholar.org/paper/73b44b38e4d5429412535feb2a987c8f213a348f,,semantic_scholar,2026-07-07,Tolgay Atinc Uzun; Waleed Khalid; Saif U Din; Sai Revanth Mulukuledu; Akashdeep Singh; Chandini Vysyaraju; Raghuvir Duvvuri; Avi Goyal; Y. R. Lukhi; Muhammad Hussain; Krunal Jesani; Usha Shrestha; Yash Mittal; Roman Kochnev; Pritam Kadam; Mohsin Ikram; Harshal Moradiya; Alice Arslanian; Dmitry Ignatov; R. Timofte,,agents_workflow,规则摘要：这项研究围绕“LEMUR 2: Unlocking Neural Network Diversity for AI”提出了可进一步验证的技术方向。,"Existing NAS benchmarks (e.g., NAS-Bench, NATS-Bench) cover only narrow, task-specific regions of the architectural design space and lack cross-domain or deployment-aware evaluation. LEMUR 2 introduces a large-scale, extensible framework u…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies LEMUR 2: Unlocking Neural Network Diversity for AI to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,81.0,61.0,60.0,56.0,63.0,66.0,34.0,62.4,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
2,Toward Trustworthy Large Language Model Agents in Healthcare,https://www.semanticscholar.org/paper/5ed936b9bc2867a589ad2f3b4d4604cd2a0ff0b7,,semantic_scholar,2026-07-06,H. Hasan; Safaa Salman; Adam Tai Abou Dargham; Ammar Mohanna; Ali Chehab,,agents_workflow,规则摘要：这项研究围绕“Toward Trustworthy Large Language Model Agents in Healthcare”提出了可进一步验证的技术方向。,"Healthcare appointment scheduling remains a persistent operational bottleneck, driven by manual coordination, fragmented legacy systems, and high administrative overhead. These inefficiencies constrain provider availability and degrade pat…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Toward Trustworthy Large Language Model Agents in Healthcare to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,70.0,64.0,71.0,61.0,45.0,42.0,61.6,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
3,TogoMCP: Natural Language Querying of Life-Science Knowledge Graphs via Schema-Guided LLMs and the Model Context Protocol,https://www.semanticscholar.org/paper/5c9af2e30b1b97cbd65492f41cab76591dfa874b,https://doi.org/10.64898/2026.03.19.713030,semantic_scholar,2026-07-06,Akira R. Kinjo; Yasunori Yamamoto; Samuel Bustamante-Larriet; J. Labra-Gayo; Takatomo Fujisawa,,agents_workflow,规则摘要：这项研究围绕“TogoMCP: Natural Language Querying of Life-Science Knowledge Graphs via Schema-Guided LLMs and the Model Context Protocol”提出了可进一步验证的技术方向。,"Querying the RDF Portal knowledge graph maintained by DBCLS—which aggregates approximately 60 life-science databases—requires proficiency in both SPARQL and database-specific RDF schemas, placing this resource beyond the reach of most rese…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies TogoMCP: Natural Language Querying of Life-Science Knowledge Graphs via Schema-Guided LLMs and the Model Context Protocol to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.25,63.0,64.0,68.0,59.0,45.0,42.0,59.24,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
4,Towards Precision Therapy in Hepatocellular Carcinoma: A Clinical-Reasoning LLM for Risk Stratification and Treatment Guidance,https://arxiv.org/abs/2607.08602,https://arxiv.org/pdf/2607.08602,arxiv,2026-07-09,Peng Cui; Jitao Wang; Siyan Xue; Yao Huang; Haoming Xia; Dong Li; Dengxiang Liu; Weilin Wang; Liping Liu; Leida Zhang; Yunfu Cui; Tao Peng; Daolin Ji; Haitao Zhao; Wei Zhang; Xiaojuan Wang; Weijie Ma; Zongren Ding; Jinlong Li; Yuan Ding; Jiajing Zhao; Zhiyu Chen; Chengkun Yang; Ziyue Huang; Jiaqi Liu; Fusheng Liu; Yang Zhou; Xiaojuan Wang; Zhongquan Sun; Shiyun Bao; Xiaojun Wang; Ming Yang; Guangxin Li; Bin Shu; Yong Liao; Hongxuan Li; Yao Tang; Shizhong Yang; Yongyi Zeng; Yufeng Yuan; Yinpeng Dong; Jihui Hao; Jun Zhu; Jiahong Dong,,agents_workflow,规则摘要：这项研究围绕“Towards Precision Therapy in Hepatocellular Carcinoma: A Clinical-Reasoning LLM for Risk Stratification and Treatment Guidance”提出了可进一步验证的技术方向。,"Hepatocellular carcinoma (HCC) is a common malignancy and a leading cause of cancer-related mortality. Current guidelines and staging systems provide coarse categories, but often miss within-stage heterogeneity and the clinical context in…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Towards Precision Therapy in Hepatocellular Carcinoma: A Clinical-Reasoning LLM for Risk Stratification and Treatment Guidance to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,62.0,62.0,62.0,61.0,45.0,38.0,57.65,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
5,On the Limitations of Non-GPU AI Accelerators for Large-Model Inference: A Field Study of MoE and Multimodal Serving on Huawei Ascend,https://www.semanticscholar.org/paper/7c6518c81a9476592dc03372076035fcd641d5a7,,semantic_scholar,2026-07-09,Zhengyi Yu,,agents_workflow,规则摘要：这项研究围绕“On the Limitations of Non-GPU AI Accelerators for Large-Model Inference: A Field Study of MoE and Multimodal Serving on Huawei Ascend”提出了可进一步验证的技术方向。,"Non-GPU AI accelerators are increasingly adopted as alternatives to general-purpose GPUs for large-model inference, but the real engineering cost of migrating demanding workloads beyond CUDA remains poorly documented. We present a field st…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies On the Limitations of Non-GPU AI Accelerators for Large-Model Inference: A Field Study of MoE and Multimodal Serving on Huawei Ascend to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,62.0,62.0,62.0,61.0,45.0,38.0,57.65,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
6,Evaluating foundation model integration strategies for detecting PII in java software engineering pipelines,https://www.semanticscholar.org/paper/95ad5e41a304d1d612a319695866edcb9924eb2c,https://link.springer.com/content/pdf/10.1007/s10664-026-10919-y.pdf,semantic_scholar,2026-07-08,Fabiano Damasceno Sousa Falcão; Edna Dias Canedo,,agents_workflow,规则摘要：这项研究围绕“Evaluating foundation model integration strategies for detecting PII in java software engineering pipelines”提出了可进一步验证的技术方向。,"Java source code may inadvertently embed personally identifiable information (PII), creating privacy, security, and regulatory compliance risks in contemporary software engineering pipelines. We empirically compare three architectural stra…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：面向单一工作流的 AI Agent SaaS。,Turn the method into a narrow workflow copilot.,Create a reusable skill that applies Evaluating foundation model integration strategies for detecting PII in java software engineering pipelines to one customer workflow.,operations teams; consultants; SMBs,Usage-based subscription,medium,53.0,62.0,62.0,62.0,61.0,45.0,38.0,57.65,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
7,Profile-associated financial and access-related framing in LLM-generated pediatric asthma referral plans: a factorial audit of seven large language models,https://www.semanticscholar.org/paper/5578987f4f1022141baac8b68a2e3ac22310d4ff,https://www.frontiersin.org/journals/digital-health/articles/10.3389/fdgth.2026.1825576/pdf,semantic_scholar,2026-07-07,Zhendong Liu; Xiaoping Yang; Yu Zhang; Yujing Xu; Yue Xiang; Hongyan Wang,,robotics,规则摘要：这项研究围绕“Profile-associated financial and access-related framing in LLM-generated pediatric asthma referral plans: a factorial audit of seven large language models”提出了可进一步验证的技术方向。,"Large language models (LLMs) are increasingly considered for clinical documentation, referral support, and patient-facing communication. Biomedical accuracy alone may be insufficient for safe deployment if generated plans vary in access na…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：机器人仿真与评测工具。,"Offer simulation, testing, or monitoring before hardware deployment.",Create a reusable skill that applies Profile-associated financial and access-related framing in LLM-generated pediatric asthma referral plans: a factorial audit of seven large language models to one customer workflow.,robotics labs; automation teams,Developer subscription,medium,53.0,62.0,62.0,62.0,61.0,45.0,38.0,57.65,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
8,Enhancing medical Q&A systems with multimodal knowledge graphs and dual-layer attention mechanisms,https://www.semanticscholar.org/paper/241b35d4b7175f682cb5746dfb6676c2eeddf29f,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0353112&type=printable,semantic_scholar,2026-07-07,Guoqiang Qiu; Qingni Yuan; Yi Wang; Pengju Qu; Wei Jia,,multimodal,规则摘要：这项研究围绕“Enhancing medical Q&A systems with multimodal knowledge graphs and dual-layer attention mechanisms”提出了可进一步验证的技术方向。,"Medical intelligent question-answering (QA) systems have become important tools for improving the efficiency of healthcare services, and recent research has increasingly emphasized performance optimization and multimodal integration. Howev…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies Enhancing medical Q&A systems with multimodal knowledge graphs and dual-layer attention mechanisms to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,69.0,54.0,60.0,53.0,61.0,59.0,34.0,57.5,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
9,Dictionary-Augmented Large Language Model Postprocessing for Bilingual Code-Switched Medical Speech Recognition: Development and Evaluation Study,https://www.semanticscholar.org/paper/3b097bd2b1267f2f944e02e1f2e17f7e18503b83,https://doi.org/10.2196/91696,semantic_scholar,2026-07-08,Chanryeong Oh; Y. Hwangbo; Wonjoong Cheon; Jaedong Lee,,multimodal,规则摘要：这项研究围绕“Dictionary-Augmented Large Language Model Postprocessing for Bilingual Code-Switched Medical Speech Recognition: Development and Evaluation Study”提出了可进一步验证的技术方向。,"Abstract Background Clinical documentation burden contributes significantly to physician burnout, with health care professionals spending much of their time on electronic health record interactions. Automatic speech recognition (ASR) syste…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：多模态内容处理 API。,Package the capability as a media-processing API and review tool.,Create a reusable skill that applies Dictionary-Augmented Large Language Model Postprocessing for Bilingual Code-Switched Medical Speech Recognition: Development and Evaluation Study to one customer workflow.,content teams; e-commerce sellers,API credits plus team plans,medium,61.0,55.0,62.0,59.0,59.0,52.0,38.0,57.15,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,,,failed_or_skipped,medium
10,DSpark: Confidence-Scheduled Speculative Decoding with Semi-Autoregressive Generation,https://www.semanticscholar.org/paper/42c6db4a9fde6cc229f70ecd6f704529ea8c1871,https://arxiv.org/pdf/2607.05147,semantic_scholar; huggingface,2026-07-06,Xin Cheng; Xingkai Yu; Chenze Shao; Jiashi Li; Yunfan Xiong; Yi-Cheng Qian; Jiaqi Zhu; Shirong Ma; Xiaokang Zhang; Jiasheng Ye; Qinyu Chen; C. Deng; Jiping Yu; Damai Dai; Zhengyan Zhang; Yixuan Wei; Yixuan Tan; Wenkai Yang; Runxin Xu; Yu Wu; Zhean Xu; Xuanyu Wang; Mu-Ann Chen; Rui Tian; Xiao Bi; Zhewen Hao; Shaoyuan Chen; Huanqi Cao; Wentao Zhang; Anyi Xu; Huishuai Zhang; Dongyan Zhao; W. Liang; Yi Qian; Chengqi Deng; Muyang Chen; Wenfeng Liang,,infrastructure,规则摘要：这项研究围绕“DSpark: Confidence-Scheduled Speculative Decoding with Semi-Autoregressive Generation”提出了可进一步验证的技术方向。,"Speculative decoding accelerates Large Language Model (LLM) inference by decoupling draft generation from target verification. While recent parallel drafters efficiently propose long token sequences in a single forward pass, they suffer fr…","The paper introduces a product-relevant method, workflow, or evaluation signal.",It may reduce the cost or complexity of a repeatable user task.,优先把论文能力收窄成一个高频、可衡量的客户任务：AI 开发者基础设施服务。,"Expose the method as an observability, evaluation, or deployment service.",Create a reusable skill that applies DSpark: Confidence-Scheduled Speculative Decoding with Semi-Autoregressive Generation to one customer workflow.,AI engineers; product teams,Tiered developer plans,medium,61.75,52.97,60.0,50.0,59.0,63.93,34.0,56.0,Selected by deterministic commercial and feasibility signals.,The research result may not transfer to real customer data; validate quality and cost early.,Interview five target users and build one measurable demo within seven days.,,0,https://huggingface.co/papers/2607.05147,,failed_or_skipped,medium
